26.47,9.45
22.85,6.06
45.32,56.54
28.24,10.49
28.32,10.27
24.15,7.15
55.07,107.17
55.22,108.71
58.17,97.64
40.57,43.86
17.65,1.15
55.3,93.08
24.96,7.2
51.51,76.62
47.86,51.61
28.69,11.37
48.2,57.9
20.19,5.15
47.96,56.98
47.41,54.63
56.03,104.35
20.31,5.78
28.23,10.52
57.55,97.27
18.09,4.23
46.81,54.13
22.91,6.82
28.5,10.53
20.79,5.6
57.87,92.43
52.55,72.3
28.72,10.22
45.12,56.74
28.86,10.01
28.68,10.36
42.29,44.68
24.87,7.38
22.31,6.75
55.08,102.39
18.89,1.45
51.26,79.63
47.4,57.28
41.6,41.35
55.45,108.73
20.92,5.58
22.04,6.66
18.46,1.4
28.65,10.65
42.0,40.79
24.7,7.99
22.1,6.82
40.3,42.33
20.86,5.73
26.3,9.12
24.75,7.45
55.93,91.97
55.8,92.42
56.16,108.98
28.82,10.78
41.8,42.01
52.12,79.35
56.01,99.04
18.31,3.19
48.64,57.02
28.82,10.11
55.73,94.22
20.8,5.7
45.69,50.32
28.87,10.67
20.94,5.26
51.85,73.74
47.22,53.46
52.25,74.87
28.43,10.55
28.25,10.04
55.87,105.9
22.18,6.75
50.92,76.31
53.11,76.99
41.09,40.12
20.7,5.13
26.73,8.98
52.4,79.65
26.49,9.67
24.61,7.5
26.68,9.32
58.93,103.04
51.56,70.0
20.81,5.67
26.89,9.39
46.75,51.34
28.45,11.08
26.81,9.33
26.17,9.66
41.72,43.99
46.85,54.69
56.26,103.67
22.01,6.75
58.97,104.13
58.99,99.08
58.01,106.12
40.82,39.72
22.9,6.31
40.31,37.96
22.22,6.89
53.24,71.26
20.39,5.61
20.21,5.52
18.13,3.11
28.4,10.86
53.76,72.78
53.39,76.95
51.85,77.47
28.06,10.34
28.72,10.78
53.76,80.59
56.43,94.72
55.3,102.36
22.57,6.33
28.88,11.24
50.5,69.26
47.16,49.14
22.31,6.48
28.22,11.07
28.35,11.03
58.81,102.91
53.62,79.58
28.71,10.14
51.31,71.22
24.34,7.24
47.13,51.19
41.4,44.88
51.54,67.3
45.47,57.3
42.65,44.01
42.87,42.64
45.44,59.23
46.4,58.78
28.68,11.09
28.54,11.19
53.65,67.52
18.17,3.58
24.83,8.17
17.93,4.25
20.97,5.42
26.17,8.69
57.4,93.12
57.47,109.7
20.46,5.43
20.9,5.15
56.5,101.36
20.43,5.58
26.87,8.95
24.39,7.44
17.86,4.19
50.54,76.99
22.56,6.55
42.38,43.33
26.32,8.75
24.33,7.42
28.01,11.04
22.67,6.17
53.77,79.7
50.35,74.61
17.06,4.43
56.98,103.26
28.89,10.94
40.65,44.87
18.46,2.02
28.78,10.73
28.49,10.06
41.03,37.55
28.7,11.46
24.99,7.02
24.75,7.65
57.31,107.09
47.08,50.09
20.59,5.82
58.82,108.24
28.49,11.11
28.76,10.22
22.43,6.52
53.39,74.58
55.46,99.18
41.53,41.83
51.52,78.49
28.95,10.01
22.59,6.97
28.62,10.71
57.08,97.6
40.3,40.18
56.23,104.8
58.32,91.97
43.35,41.82
56.16,97.6
26.37,9.34
22.6,6.24
56.88,105.41
52.55,67.58
51.95,76.69
26.7,9.54
18.58,1.99
58.87,105.54
55.6,101.32
28.23,10.58
26.38,9.91
18.28,4.91
22.5,6.24
58.66,108.11
56.13,98.26
48.75,58.99
45.49,49.88
52.57,67.54
22.29,6.96
22.37,6.45
57.0,94.3
48.07,50.42
55.91,109.06
55.22,99.3
22.26,6.15
56.09,93.73
47.94,55.1
57.32,106.43
20.83,5.95
50.27,80.35
41.65,44.01
45.5,56.61
55.23,93.95
51.56,74.67
28.24,11.15
24.46,7.87
26.4,9.49
18.1,3.0
26.24,9.33
57.02,97.5
43.39,42.38
43.96,41.36
53.35,73.28
57.68,105.32
22.88,6.52
47.53,56.21
41.02,38.6
53.75,77.21
20.99,5.89
28.77,10.74
53.21,77.27
24.91,7.88
24.16,7.81
41.34,43.1
51.25,79.52
51.08,73.03
48.58,58.73
53.25,69.02
24.59,8.46
58.91,102.46
22.39,6.75
45.37,51.62
40.67,38.32
28.24,10.3
46.09,50.37
55.39,94.66
17.05,3.66
28.75,11.4
22.09,6.11
51.04,68.88
24.06,7.58
24.52,7.59
47.03,54.45
56.1,100.53
56.26,108.58
55.44,97.4
26.25,9.35
40.23,40.82
28.62,10.37
28.59,10.88
48.99,59.09
28.78,11.02
52.21,72.3
20.86,5.95
28.97,11.46
46.81,52.96
28.45,10.59
58.8,106.96
22.91,6.2
28.89,10.08
52.14,70.29
47.59,55.67
53.48,70.81
43.48,43.13
20.83,5.43
46.27,50.17
18.89,1.37
28.25,11.1
51.94,70.26
43.01,38.93
58.92,93.85
57.69,97.12
53.92,69.13
26.15,8.93
55.94,96.01
28.07,10.92
20.12,5.85
45.85,52.77
53.16,78.22
42.17,38.14
26.22,9.43
45.15,50.6
24.91,7.55
28.96,10.12
18.5,4.95
57.17,109.28
58.49,92.18
28.11,10.21
40.83,43.29
55.27,96.97
50.96,79.02
28.34,10.57
51.87,68.77
47.0,53.42
43.18,42.9
28.97,11.5
28.02,10.3
43.87,41.78
28.56,10.12
28.14,10.51
57.55,97.44
42.85,41.86
26.3,9.6
52.38,73.39
26.84,9.19
22.1,6.28
58.11,94.16
