20.78,5.09
42.8,40.34
28.44,10.35
28.85,10.11
22.26,6.31
52.91,80.6
47.74,51.84
51.32,68.64
47.37,56.15
40.85,43.58
40.0,43.71
20.24,5.95
51.03,79.51
22.17,6.65
20.85,5.28
28.7,11.02
24.15,7.87
22.0,6.39
57.19,105.58
56.09,105.61
43.84,41.57
24.9,7.57
45.84,55.0
58.66,99.85
26.11,8.95
28.14,11.12
56.41,105.13
28.03,10.73
57.0,100.68
42.45,39.83
45.13,56.54
26.76,9.84
55.31,104.26
57.42,107.4
48.57,49.93
17.47,2.32
57.18,96.65
43.52,43.85
20.17,5.31
24.94,7.87
57.59,94.74
52.91,78.36
17.08,2.38
28.57,10.28
55.13,94.74
28.41,10.83
58.06,104.11
47.01,57.65
26.1,9.37
51.81,71.85
51.42,74.9
42.89,43.71
58.52,94.71
28.71,10.95
18.82,5.0
41.97,43.97
53.91,74.25
22.4,6.6
28.23,10.08
58.32,104.28
41.4,40.49
46.99,58.92
24.83,7.53
51.21,76.42
51.45,78.41
22.88,6.3
26.5,9.3
28.19,11.41
22.36,6.6
28.61,10.52
50.15,77.21
28.11,10.41
28.11,11.21
58.77,93.83
52.08,76.78
28.12,10.72
50.57,73.89
28.56,10.46
28.49,11.43
17.33,1.73
58.31,106.72
28.35,11.13
43.65,38.27
20.41,5.03
28.3,11.13
18.03,3.27
20.5,5.63
22.91,6.96
46.95,49.2
57.12,107.0
57.72,106.53
22.52,6.1
20.6,5.7
28.06,10.76
24.48,7.56
56.71,109.26
58.34,93.49
58.08,98.93
43.29,37.52
51.06,75.85
26.56,9.43
22.29,6.1
22.77,6.45
57.61,104.96
47.01,53.83
17.71,2.28
55.16,106.38
40.48,39.75
56.25,108.37
22.13,6.22
18.32,2.03
57.39,94.77
47.53,56.15
53.75,74.98
28.14,10.76
28.8,10.38
20.48,5.69
58.35,99.35
53.88,74.74
56.72,100.55
52.93,80.13
58.32,104.59
28.93,10.79
50.8,71.45
50.65,74.74
18.64,2.34
20.79,5.09
20.48,5.19
28.25,10.36
26.8,9.53
28.14,10.83
57.3,94.95
20.61,5.67
